序号,产品名,当前轮次,成立日期,所属城市,产品介绍,所属企业,tag
5,乾境生物,B轮,2019-08-30,北京市,乾境生物成立于2019年，致力于以免疫细胞治疗为核心的细胞疗法研究和药物临床开发，通过细胞技术研发平台、药物研发平台、细胞自动化制备技术开发平台提供干细胞技术、免疫细胞技术基因工程技术等生物医学技术服务，守护人类的生命与健康。,乾境生物技术有限公司,恒瑞源正(上海)生物科技股份有限公司
6,沙砾生物,C轮,2019-11-26,北京市,沙砾生物成立于2019年，是一家专注于肿瘤免疫细胞治疗，以肿瘤浸润淋巴细胞（ “TIL”）药物为代表研发管线的创新型医药公司，拥有国际先进的技术储备和产业资源，旨在打造开创性的实体瘤细胞药物，为广大肿瘤病患带来新的希望。,北京沙砾生物医药股份有限公司,恒瑞源正(上海)生物科技股份有限公司
7,拓谱康生物,未融资,2014-07-23,广州市,拓谱康生物是一家免疫细胞治疗技术研发商，提供非靶向免疫细胞治疗、干细胞治疗技术、HCTL 研究项目等治疗技术。,广东拓谱康生物科技有限公司,恒瑞源正(上海)生物科技股份有限公司
8,恒润达生,股权融资,2015-07-20,上海市,恒润达生成立于2015年，专注于突破性免疫细胞治疗药物研发与生产的创新生物医药公司，主要聚焦恶性血液病和实体肿瘤等治疗领域。恒润达生以自主研发CAR-T细胞治疗产品为先导，同步布局CAR-NK等国际前沿技术的产品开发管线，旨在开发安全、有效、成本可控、惠及更多患者的免疫细胞治疗产品。,上海恒润达生生物科技股份有限公司,恒瑞源正(上海)生物科技股份有限公司
9,永泰生物,IPO,2006-11-20,北京市,永泰生物是一家细胞免疫技术研发商，利用免疫学、细胞生物学、遗传学等理论，结合国际过继免疫治疗方式，为用户提供EAL、AADC、EB病毒/巨细胞病毒特异性杀伤性的T淋巴细胞等产品，用于治疗宫颈病变、改善患者免疫功能等领域。,北京永泰生物制品有限公司,恒瑞源正(上海)生物科技股份有限公司
10,可瑞生物,Pre-A+轮,2016-03-22,北京市,可瑞生物成立于2016年，是一家肿瘤免疫治疗技术研发商，主要致力于抗肿瘤免疫治疗技术的研发，基因编辑产品的开发和服务，以及遗传疾病基因治疗的探索。可瑞生物通过技术革新，建立了快速、高效的SMART—TCR亲和力优化平台，可以为实体肿瘤的细胞免疫治疗提供治疗性TCR产品。,北京可瑞生物科技有限公司,恒瑞源正(上海)生物科技股份有限公司
11,五康生物,未融资,2011-04-20,北京市,五康生物是一家肿瘤细胞生物治疗研发商，拥有分子生物学、细胞免疫学及蛋白质发酵纯化等技术平台，致力于研发免疫细胞培养、肿瘤相关抗原、新型肿瘤疫苗、抗体制备及免疫细胞活性检测等技术与产品。,北京五康新兴科技有限公司,恒瑞源正(上海)生物科技股份有限公司
12,英百瑞,B轮,2014-03-11,杭州市,英百瑞成立于2014年，从事肿瘤和免疫类疾病的治疗，专注于创新型通用现货CAR-NK细胞疗法的开发，通过其原创的技术平台，研发出一系列细胞和抗体药物，致力于解决临床未满足的疾病，多个产品管线正在同步推向临床。,英百瑞（杭州）生物医药股份有限公司,恒瑞源正(上海)生物科技股份有限公司
13,永生部落,天使轮,2024-09-19,黄山市,永生部落成立于2024年，是一家专注于免疫细胞与干细胞新药研发和产业化的生命科学研究型公司。聚焦靶向实体瘤通用型CAR-NK细胞平台的开发，布局肺癌、甲状腺癌、肝癌、胃癌、肠癌、乳腺癌、宫颈癌等常见实体肿瘤，为全球肿瘤患者提供有效的基因编辑类的细胞治疗药物、肿瘤mRNA疫苗及器官再生，致力于用基因与细胞技术助力人类抗击肿瘤、神经性退变，抗衰老延长人类寿命乃至助人永生。,黄山永生部落干细胞科技有限公司,恒瑞源正(上海)生物科技股份有限公司
14,天锐生物,未融资,2015-11-11,天津市,天锐生物是一家免疫治疗技术和产品研发商，主要从事创新免疫治疗技术和产品的开发、推广和应用，并拥有抗体靶向技术和T细胞介导免疫治疗技术，以及MAR、TriTE和MAR-T三大创新技术平台，产品包括MAR-T、CAR-T以及基于MAR的双特异性抗体和特殊抗体融合蛋白等。,天津天锐生物科技有限公司,恒瑞源正(上海)生物科技股份有限公司
15,鸣大生物,未融资,2014-10-15,上海市,鸣大生物是一家肿瘤免疫治疗服务商，致力于现代生物医药科技的应用转化，引进并合作开发国外先进的肿瘤诊断及免疫治疗技术。公司目前主要从事治疗性肿瘤疫苗、循环肿瘤细胞检测、免疫细胞和干细胞技术的开发及应用转化工作。,上海鸣大生物科技有限公司,恒瑞源正(上海)生物科技股份有限公司
16,隆耀生物,天使轮,2013-09-16,上海市,隆耀生物致力于肿瘤免疫细胞技术及产品研发、产品技术转化、产品注册申报，是以研发及产品开发为主的国家高新科技企业，产品覆盖血液瘤、实体瘤等领域。,上海隆耀生物科技有限公司,恒瑞源正(上海)生物科技股份有限公司
17,普瑞昇,B+轮,2015-07-16,合肥市,普瑞昇成立于2015年，是一家以“细胞工程”为核心的生物医学类高科技公司。利用核心病毒转基因、CRISPR/CAS9基因编辑、新型细胞条件重编程（CRC）等技术，自主构建了三大细胞工程核心技术平台，包括癌症激酶靶点BaF3工程细胞库、基因编辑肿瘤细胞库、可再生原代癌症细胞生物银行。公司下设合肥普瑞昇医学检验所和安徽省精准用药技术工程实验室，致力于提供创新药物评价技术服务，以及药物临床精准应用评估技术服务。,合肥中科普瑞昇生物医药科技有限公司,恒瑞源正(上海)生物科技股份有限公司
18,吉盛澳玛,A轮,2021-05-17,南京市,吉盛澳玛成立于2021年，是一个生物制药服务商，聚焦于发现和开发创新免疫疗法，用于治疗包括癌症在内的呼吸系统疾病，公司目前已经建立了包括核酸药物研发、呼吸道制剂及递送、先天免疫抗体研发在内的多种创新药物研发平台。,南京吉盛澳玛生物医药有限公司,恒瑞源正(上海)生物科技股份有限公司
1,智康弘义,B轮,2017-12-28,无锡市,智康弘义成立于2017年，专注于肿瘤、自身免疫性等疾病领域内“Best-in-Class”和“First-in-Class”创新药物的发现、开发、临床试验及商业化，截至目前公司已有多项创新药顺利进入临床阶段。,无锡智康弘义生物科技有限公司,上海宇耀生物科技有限公司
2,科辉智药,A轮,2018-09-27,无锡市,科辉智药是一家AI驱动的创新药研发平台，致力于解决神经退行性疾病、肿瘤和自身免疫性疾病的药物开发公司。公司拥有一体化的AI/CADD研发系统和经验丰富的顶尖科学家团队（AI+HI理念的有机结合），已成功发现多个全球药物靶点的先导化合物。,科辉智药生物科技（无锡）有限公司,上海宇耀生物科技有限公司
3,元启制药,天使+轮,2020-11-17,苏州市,元启制药是一家新药研发商，基于生物学的深刻理解和多种研究策略，结合靶点结构研究技术、人工智能技术等新兴技术，针对包括GPCR靶点在内的具有挑战性的靶点进行探索性研究工作。,元启（苏州）生物制药有限公司,上海宇耀生物科技有限公司
4,药捷安康,定向增发,2014-04-15,南京市,药捷安康是一家小分子创新药物研发商，涵盖从项目研究阶段、项目开发阶段、项目临床阶段一系列完整的创新药物研发体系，目前自主研发的数个项目包括靶向肿瘤、免疫抗癌、心血管等疾病领域。,药捷安康（南京）科技股份有限公司,上海宇耀生物科技有限公司
5,多玛医药,A轮,2021-09-16,苏州市,多玛医药是一家新型医药研发商，专注于开发拥有自主知识产权的创新药物管线和生物技术，打造创新生命科学产业集群，并研发用于治疗肿瘤等疾病的创新药物，致力于为患者提供相关的医药产品及服务。,多玛医药科技（苏州）有限公司,上海宇耀生物科技有限公司
6,斯迈旭生物,股权转让,2022-09-13,苏州市,斯迈旭生物成立于2022年，是一家创新药物研发商，致力于以生物医药研发的新技术、新方法为核心，为癌症、炎症、自身免疫疾病及其它慢性病开发全球新一代的First-in-class小分子药物。,斯迈旭（苏州）生物科技有限公司,上海宇耀生物科技有限公司
7,洛启生物,B+轮,2017-10-16,上海市,洛启生物成立2017年10月，是一家纳米抗体新药研发商，致力于创新生物药成果产业化和靶向免疫抗癌药物的研发，通过纳米抗体新药研发体系，将纳米抗体早期筛选研发和候选药物的后期工艺开发有效结合，已建立起一条包括多个纳米抗体新药品种的产品链，业务覆盖肿瘤、眼底病、自身免疫疾病、心血管病等疾病领域。,上海洛启生物医药技术有限公司,上海宇耀生物科技有限公司
8,玉曜生物,战略融资,2014-04-30,上海市,玉曜生物是一家生物医药研发商。其主要开展以知识产权管理为价值支点的创新药物设计、研发和产业化转化业务。目前已有一个创新小分子药物正在开展Ⅲ期临床研究工作，同时负责新药项目管理、分子药理学研究、基因重组蛋白药物的设计和工艺研究等业务。,上海玉曜生物医药科技有限公司,上海宇耀生物科技有限公司
